team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,mvp_award
Team Alpha,Sniper,Desert Storm,Semi-Final,10,3,9,40.83,172.58,0.04,34.02,1.0,No
Team Alpha,Flex,Frozen Base,Final,16,9,8,33.61,185.47,0.76,42.2,0.64,No
Red Vortex,Flex,Neon City,Group Stage,12,9,10,55.96,171.01,0.08,50.18,1.0,No
Red Vortex,IGL,Dust Arena,Qualifier,16,11,12,46.56,237.16,0.47,49.58,0.93,No
Red Vortex,Sniper,Frozen Base,Qualifier,11,5,6,41.74,264.14,0.57,36.17,0.99,No
CyberX,Flex,Skyline,Final,20,12,12,43.21,239.48,0.06,61.01,1.0,Yes
Team Alpha,Flex,Skyline,Final,14,12,13,36.33,283.5,0.74,37.77,0.85,No
CyberX,Flex,Desert Storm,Group Stage,11,7,12,29.88,212.71,0.69,25.04,0.75,No
Team Alpha,Flex,Neon City,Semi-Final,17,14,14,45.69,197.59,0.42,52.64,1.0,No
Team Alpha,IGL,Dust Arena,Final,19,7,6,47.55,215.42,0.23,60.48,1.0,Yes
Team Alpha,Flex,Neon City,Qualifier,11,10,12,44.22,186.76,0.61,36.01,0.82,No
Titan Esports,Entry Fragger,Frozen Base,Semi-Final,19,14,18,44.5,170.59,0.28,53.45,1.0,No
CyberX,Support,Neon City,Playoff,7,5,5,51.38,164.22,0.91,30.59,0.77,No
Titan Esports,Support,Dust Arena,Group Stage,12,12,10,45.2,228.3,0.61,42.5,0.93,No
Red Vortex,IGL,Frozen Base,Final,13,10,7,46.31,285.89,0.45,47.66,0.98,No
CyberX,Support,Skyline,Final,20,9,7,48.77,163.37,0.53,61.09,1.0,Yes
Red Vortex,IGL,Skyline,Group Stage,17,4,8,36.95,202.41,0.31,45.38,0.95,No
CyberX,IGL,Dust Arena,Group Stage,14,7,11,47.91,235.26,0.03,47.66,0.93,No
Team Alpha,Sniper,Desert Storm,Semi-Final,20,5,11,41.94,199.59,0.24,52.57,0.98,No
Titan Esports,Entry Fragger,Dust Arena,Final,17,8,10,34.08,223.05,0.36,45.44,0.96,No
Team Alpha,Entry Fragger,Skyline,Semi-Final,17,3,8,38.9,251.09,0.81,40.35,0.86,No
Phantom Squad,Flex,Frozen Base,Playoff,18,10,11,30.7,200.38,0.23,48.05,0.98,No
Red Vortex,Sniper,Desert Storm,Final,15,8,14,40.23,282.94,0.53,38.81,0.9,No
Red Vortex,Support,Desert Storm,Qualifier,8,6,10,42.41,228.86,0.87,24.5,0.67,No
CyberX,Support,Desert Storm,Semi-Final,19,3,6,49.61,215.52,0.61,53.7,1.0,No
Team Nova,IGL,Neon City,Semi-Final,12,7,21,51.56,234.62,0.65,29.28,0.9,No
Team Alpha,Entry Fragger,Neon City,Qualifier,10,8,9,46.6,238.27,0.31,39.2,0.82,No
Titan Esports,Flex,Desert Storm,Qualifier,15,7,15,45.35,195.92,0.67,37.97,0.87,No
Red Vortex,Entry Fragger,Skyline,Qualifier,19,10,14,49.77,159.29,0.09,57.99,1.0,No
CyberX,Sniper,Dust Arena,Semi-Final,11,4,13,56.97,252.84,0.27,38.78,0.72,No
CyberX,Entry Fragger,Neon City,Qualifier,16,8,11,59.94,257.3,0.78,51.17,1.0,No
Titan Esports,Support,Skyline,Final,20,7,7,49.11,232.62,0.5,59.56,1.0,No
Team Alpha,Flex,Neon City,Semi-Final,21,10,8,32.33,232.39,0.92,50.96,1.0,No
CyberX,Support,Frozen Base,Semi-Final,9,9,6,42.65,260.76,0.14,40.93,0.87,No
Phantom Squad,IGL,Frozen Base,Final,10,7,12,33.9,242.92,0.04,31.55,0.91,No
CyberX,Support,Dust Arena,Semi-Final,16,12,11,44.12,165.37,0.76,47.46,0.91,No
Phantom Squad,Support,Desert Storm,Group Stage,22,7,12,56.6,177.22,0.15,65.8,1.0,Yes
Red Vortex,Entry Fragger,Skyline,Final,17,4,7,50.24,226.67,0.92,46.92,0.98,No
Team Nova,Sniper,Desert Storm,Qualifier,15,6,13,42.97,200.11,0.98,34.69,0.73,No
Team Nova,Flex,Skyline,Semi-Final,19,3,16,59.56,214.35,0.71,47.68,1.0,No
Team Alpha,IGL,Frozen Base,Playoff,18,10,14,58.08,259.35,0.42,56.84,1.0,No
Team Nova,Support,Dust Arena,Qualifier,18,8,9,39.64,219.5,0.72,47.62,0.97,No
Red Vortex,Support,Neon City,Qualifier,14,8,14,39.57,132.57,0.2,39.78,0.75,No
Team Alpha,Sniper,Dust Arena,Semi-Final,15,12,11,55.52,210.54,0.1,57.76,0.98,No
CyberX,Sniper,Neon City,Playoff,16,8,8,48.84,188.35,0.25,53.92,1.0,No
Phantom Squad,IGL,Frozen Base,Playoff,17,8,7,50.86,176.69,0.02,60.23,1.0,Yes
Team Nova,IGL,Dust Arena,Group Stage,13,4,13,46.01,205.93,0.31,36.9,1.0,No
Team Nova,Support,Dust Arena,Group Stage,19,13,17,40.0,223.79,0.58,48.2,0.86,No
Titan Esports,Sniper,Neon City,Playoff,17,3,10,46.68,205.35,0.5,45.34,0.94,No
Titan Esports,Entry Fragger,Neon City,Qualifier,10,7,10,57.71,203.38,0.55,40.36,0.94,No
Red Vortex,Sniper,Skyline,Semi-Final,15,7,12,33.02,258.43,0.79,33.61,0.9,No
Red Vortex,Flex,Frozen Base,Group Stage,12,8,5,34.88,239.37,0.54,39.04,0.89,No
Phantom Squad,Support,Skyline,Qualifier,14,11,8,37.92,204.38,0.46,45.36,1.0,No
Titan Esports,IGL,Frozen Base,Playoff,16,9,9,29.41,242.69,0.2,44.7,0.76,No
Red Vortex,IGL,Neon City,Group Stage,18,8,10,44.5,227.24,0.92,47.05,0.8,No
Red Vortex,Flex,Frozen Base,Qualifier,17,5,13,47.66,195.69,0.28,47.03,0.92,No
Phantom Squad,Flex,Skyline,Semi-Final,13,3,11,27.57,204.12,0.11,30.68,0.84,No
Red Vortex,Entry Fragger,Frozen Base,Semi-Final,11,6,7,48.14,246.12,0.14,43.67,1.0,No
Team Nova,Support,Frozen Base,Final,19,7,6,40.73,224.53,0.84,50.96,1.0,No
Red Vortex,Flex,Frozen Base,Group Stage,16,6,8,55.88,233.35,0.64,51.54,0.94,No
CyberX,Sniper,Dust Arena,Qualifier,17,8,17,36.9,169.38,0.05,42.95,0.82,No
Team Alpha,Entry Fragger,Skyline,Qualifier,14,8,9,44.92,193.12,0.99,39.56,0.93,No
CyberX,IGL,Dust Arena,Qualifier,18,12,12,35.9,230.93,0.8,45.95,0.91,No
Team Nova,Entry Fragger,Desert Storm,Group Stage,15,7,6,46.91,220.09,0.98,44.66,1.0,No
Team Nova,Sniper,Neon City,Final,9,8,14,46.92,257.59,0.76,27.86,0.69,No
Team Alpha,Support,Neon City,Final,16,10,12,50.36,211.17,0.49,50.28,1.0,No
Team Alpha,Support,Frozen Base,Semi-Final,18,9,16,59.86,249.12,0.03,58.63,1.0,No
Team Alpha,Sniper,Skyline,Final,15,5,10,64.14,244.24,0.17,55.37,0.97,No
Team Nova,IGL,Dust Arena,Qualifier,11,7,12,40.56,220.66,0.57,31.58,0.61,No
CyberX,Sniper,Desert Storm,Semi-Final,23,6,6,61.34,234.73,0.34,73.27,1.0,Yes
Team Alpha,Support,Neon City,Final,22,8,7,52.33,281.72,0.74,63.76,1.0,Yes
Titan Esports,Sniper,Neon City,Playoff,9,12,15,31.46,223.88,0.94,21.33,0.51,No
Team Alpha,Sniper,Neon City,Qualifier,6,10,8,38.82,246.69,0.59,27.51,0.8,No
Team Alpha,Support,Desert Storm,Group Stage,20,7,12,45.81,248.69,0.97,48.2,1.0,No
Team Nova,IGL,Neon City,Group Stage,15,9,8,47.5,223.89,0.27,52.05,0.94,No
Team Alpha,Support,Desert Storm,Group Stage,22,11,11,45.54,218.8,0.95,57.27,0.93,No
Team Nova,IGL,Neon City,Group Stage,14,8,7,42.81,219.57,0.08,49.61,1.0,No
CyberX,Support,Frozen Base,Final,21,10,7,50.33,202.78,0.07,69.46,1.0,Yes
Titan Esports,Sniper,Dust Arena,Group Stage,19,5,7,44.18,249.7,0.61,51.99,1.0,No
Red Vortex,Entry Fragger,Skyline,Group Stage,26,6,10,40.77,193.56,0.05,67.89,1.0,Yes
Team Nova,Support,Frozen Base,Final,12,8,14,48.68,226.8,0.27,39.64,1.0,No
CyberX,Entry Fragger,Neon City,Semi-Final,18,7,9,29.36,194.61,0.12,47.48,1.0,No
Titan Esports,Entry Fragger,Desert Storm,Final,16,8,7,47.33,204.79,0.2,54.66,1.0,No
Team Alpha,Support,Skyline,Semi-Final,18,10,12,26.36,178.07,0.91,38.08,1.0,No
Team Nova,Flex,Skyline,Semi-Final,16,13,6,32.78,204.9,0.32,52.19,0.98,No
Titan Esports,Entry Fragger,Skyline,Qualifier,16,8,13,39.09,230.83,0.25,44.05,1.0,No
Titan Esports,Support,Skyline,Semi-Final,16,6,8,50.42,187.61,0.8,47.21,1.0,No
Red Vortex,Entry Fragger,Desert Storm,Group Stage,17,12,7,48.33,228.52,0.42,58.96,1.0,No
Titan Esports,Entry Fragger,Skyline,Semi-Final,9,7,8,32.92,213.38,0.93,24.16,0.64,No
Team Alpha,Flex,Skyline,Playoff,23,9,10,41.39,256.76,0.57,59.99,1.0,No
Phantom Squad,Entry Fragger,Dust Arena,Group Stage,12,8,14,42.98,183.88,0.29,36.59,0.83,No
Phantom Squad,Support,Dust Arena,Playoff,13,13,18,58.4,221.86,0.06,49.6,0.9,No
Phantom Squad,Flex,Neon City,Qualifier,9,8,10,48.45,242.19,0.48,35.43,0.9,No
Team Alpha,IGL,Frozen Base,Semi-Final,26,9,6,45.15,187.65,0.97,67.88,1.0,Yes
Phantom Squad,Entry Fragger,Skyline,Playoff,21,6,4,53.74,175.71,0.28,68.07,1.0,Yes
Titan Esports,Flex,Dust Arena,Semi-Final,24,7,11,50.86,213.84,0.19,67.53,1.0,Yes
CyberX,Sniper,Neon City,Group Stage,11,9,10,43.63,147.81,0.9,33.81,0.76,No
Phantom Squad,Flex,Skyline,Semi-Final,12,3,7,30.81,218.29,0.42,31.21,0.93,No
Team Alpha,Support,Frozen Base,Final,11,7,11,44.19,205.53,0.65,33.59,0.93,No
Red Vortex,IGL,Frozen Base,Semi-Final,13,11,11,56.2,208.8,0.88,45.3,0.9,No
CyberX,Support,Skyline,Playoff,15,7,11,56.26,183.74,0.47,49.43,1.0,No
CyberX,Entry Fragger,Dust Arena,Semi-Final,7,10,8,34.79,183.42,0.03,33.09,0.82,No
Phantom Squad,Flex,Desert Storm,Qualifier,23,8,7,39.52,256.72,0.38,62.96,1.0,Yes
Phantom Squad,Sniper,Frozen Base,Playoff,12,6,12,39.71,233.84,0.49,32.96,0.96,No
Titan Esports,Sniper,Dust Arena,Semi-Final,14,11,11,43.62,239.16,0.73,42.51,1.0,No
Red Vortex,IGL,Neon City,Group Stage,15,11,11,44.71,183.48,0.18,50.56,1.0,No
Team Nova,Sniper,Desert Storm,Group Stage,13,8,13,62.51,212.99,0.02,52.05,1.0,No
Titan Esports,Flex,Desert Storm,Qualifier,13,7,8,57.32,213.58,0.72,46.46,1.0,No
CyberX,IGL,Neon City,Playoff,22,8,10,40.91,143.39,0.07,61.75,1.0,Yes
Team Nova,Support,Skyline,Playoff,23,10,13,35.53,224.54,0.75,53.27,1.0,No
Red Vortex,IGL,Skyline,Semi-Final,11,11,9,53.58,250.37,0.05,50.29,0.99,No
Team Alpha,Sniper,Skyline,Final,12,10,9,54.03,198.18,0.92,42.81,1.0,No
Team Nova,Support,Neon City,Group Stage,16,9,9,36.94,221.43,0.93,41.17,0.85,No
Phantom Squad,Support,Desert Storm,Semi-Final,14,8,17,39.1,208.0,0.9,29.55,0.72,No
Team Alpha,Flex,Frozen Base,Semi-Final,14,8,6,51.85,231.94,0.16,54.32,1.0,No
CyberX,Entry Fragger,Neon City,Group Stage,21,5,9,47.56,237.02,0.0,61.78,1.0,Yes
CyberX,Entry Fragger,Desert Storm,Playoff,19,7,9,40.41,211.57,0.76,48.6,1.0,No
CyberX,Flex,Frozen Base,Final,7,9,10,60.6,151.92,0.64,36.9,0.85,No
Titan Esports,Support,Frozen Base,Playoff,10,7,8,45.86,210.43,0.44,37.53,0.72,No
Titan Esports,Flex,Desert Storm,Semi-Final,17,8,8,67.67,233.72,0.94,58.44,1.0,No
Titan Esports,IGL,Neon City,Final,14,8,10,49.08,200.52,0.98,40.74,0.95,No
Titan Esports,Entry Fragger,Neon City,Qualifier,14,9,11,50.56,221.6,0.4,47.28,0.89,No
Red Vortex,IGL,Frozen Base,Playoff,16,8,9,30.88,228.73,0.06,45.84,0.85,No
Phantom Squad,Entry Fragger,Desert Storm,Playoff,8,9,10,51.56,192.36,0.09,39.88,0.84,No
Red Vortex,Sniper,Frozen Base,Final,18,8,8,40.47,202.01,0.02,56.03,1.0,No
Team Alpha,Support,Dust Arena,Qualifier,12,5,12,46.74,243.52,0.12,39.17,0.76,No
Red Vortex,Sniper,Skyline,Final,15,10,9,53.81,208.58,0.65,51.41,0.86,No
Phantom Squad,Flex,Neon City,Final,19,7,8,53.65,214.72,0.4,59.83,0.81,No
Titan Esports,Entry Fragger,Dust Arena,Group Stage,17,8,7,55.02,224.84,0.13,61.21,1.0,Yes
CyberX,Support,Dust Arena,Group Stage,23,7,13,36.5,242.39,0.06,57.65,1.0,No
Red Vortex,Support,Desert Storm,Semi-Final,13,9,7,48.94,245.01,0.79,44.57,0.84,No
Red Vortex,Entry Fragger,Frozen Base,Qualifier,14,4,13,31.26,235.93,0.95,25.13,0.84,No
Phantom Squad,Support,Desert Storm,Semi-Final,14,9,12,44.13,208.65,0.54,41.66,0.96,No
CyberX,Flex,Frozen Base,Semi-Final,16,4,6,39.89,195.08,0.73,42.65,1.0,No
Phantom Squad,Sniper,Skyline,Final,15,7,12,51.91,225.14,0.32,47.75,0.87,No
CyberX,Support,Dust Arena,Final,16,7,9,49.47,184.67,0.69,47.84,1.0,No
CyberX,Flex,Dust Arena,Qualifier,15,10,11,44.65,207.56,0.33,48.03,0.82,No
Phantom Squad,IGL,Desert Storm,Final,10,5,12,41.6,286.06,0.04,33.4,0.8,No
Phantom Squad,IGL,Dust Arena,Qualifier,16,13,18,63.57,238.1,0.48,53.98,1.0,No
Titan Esports,Sniper,Frozen Base,Qualifier,18,10,12,42.82,206.67,0.03,55.11,1.0,No
Titan Esports,Flex,Skyline,Playoff,16,6,17,43.92,243.17,0.99,33.06,0.91,No
Phantom Squad,IGL,Skyline,Final,21,6,13,45.75,241.19,0.21,55.77,1.0,No
Phantom Squad,Sniper,Skyline,Qualifier,17,8,12,38.9,231.56,0.43,45.15,1.0,No
Team Alpha,Sniper,Neon City,Semi-Final,12,8,9,38.3,220.97,0.71,35.05,1.0,No
Team Nova,Support,Frozen Base,Final,12,7,14,44.87,240.5,0.34,36.04,0.99,No
Phantom Squad,IGL,Frozen Base,Playoff,11,3,6,62.67,198.48,0.11,49.23,0.96,No
CyberX,Entry Fragger,Desert Storm,Semi-Final,12,4,10,29.48,246.7,0.38,28.94,0.95,No
Phantom Squad,IGL,Neon City,Final,14,6,14,40.11,287.15,0.69,33.16,0.74,No
Red Vortex,Entry Fragger,Desert Storm,Qualifier,14,8,8,30.63,172.5,0.23,41.02,0.88,No
Team Alpha,Support,Frozen Base,Group Stage,7,5,9,42.13,288.76,0.65,24.57,0.93,No
Team Alpha,Sniper,Dust Arena,Semi-Final,14,5,13,32.16,192.19,0.4,32.08,0.82,No
Titan Esports,Flex,Dust Arena,Group Stage,19,10,13,35.43,251.32,0.41,48.62,0.98,No
CyberX,Flex,Desert Storm,Qualifier,15,3,5,55.66,247.87,0.18,54.03,1.0,No
Team Alpha,Entry Fragger,Skyline,Group Stage,11,8,9,41.43,189.9,0.62,35.52,0.82,No
CyberX,IGL,Dust Arena,Playoff,15,5,10,44.38,206.32,0.9,38.19,0.76,No
Team Alpha,Sniper,Frozen Base,Semi-Final,18,11,8,45.45,209.6,0.21,59.62,1.0,No
Red Vortex,IGL,Dust Arena,Group Stage,14,8,12,43.52,256.36,0.64,39.36,0.96,No
Team Nova,IGL,Frozen Base,Semi-Final,18,11,13,36.3,181.52,0.11,51.05,1.0,No
CyberX,Flex,Desert Storm,Group Stage,19,8,5,52.79,238.72,0.4,63.39,1.0,Yes
Red Vortex,Flex,Skyline,Final,15,6,8,39.23,168.01,0.41,43.51,1.0,No
CyberX,Sniper,Skyline,Final,18,8,12,61.79,178.44,0.98,53.09,1.0,No
Team Alpha,Flex,Dust Arena,Group Stage,8,9,12,45.58,161.74,0.97,26.09,0.76,No
Red Vortex,IGL,Frozen Base,Group Stage,17,7,11,50.9,198.82,0.61,49.35,0.99,No
Phantom Squad,IGL,Neon City,Group Stage,17,9,8,47.45,259.08,0.1,57.73,1.0,No
Phantom Squad,Sniper,Skyline,Semi-Final,11,9,12,49.14,205.01,0.8,35.57,0.67,No
CyberX,Support,Skyline,Semi-Final,17,4,6,43.97,206.81,0.94,44.59,0.89,No
Team Alpha,IGL,Dust Arena,Final,15,8,4,50.26,215.82,0.38,55.33,0.93,No
CyberX,Flex,Neon City,Playoff,12,7,11,43.18,177.79,0.8,33.59,0.75,No
Team Alpha,IGL,Skyline,Group Stage,15,7,12,46.53,243.95,0.8,40.27,0.92,No
Titan Esports,Sniper,Dust Arena,Playoff,14,7,13,35.21,262.74,0.61,33.51,0.73,No
Red Vortex,Support,Neon City,Final,9,7,8,55.34,214.08,0.02,44.47,1.0,No
Red Vortex,Sniper,Desert Storm,Group Stage,8,8,13,52.03,189.57,0.21,34.91,0.8,No
Titan Esports,Entry Fragger,Frozen Base,Playoff,14,5,14,36.81,231.92,0.21,35.3,0.78,No
Phantom Squad,Entry Fragger,Dust Arena,Qualifier,14,15,10,49.03,218.96,0.75,50.02,1.0,No
Titan Esports,IGL,Desert Storm,Group Stage,19,6,6,41.24,251.43,0.76,51.02,0.72,No
Team Nova,Flex,Desert Storm,Playoff,14,7,6,30.88,272.23,0.51,39.34,0.94,No
Red Vortex,Support,Neon City,Semi-Final,20,8,11,37.04,243.02,0.58,49.72,1.0,No
Red Vortex,Flex,Dust Arena,Playoff,15,2,10,47.92,218.83,0.35,42.46,0.82,No
Team Nova,IGL,Frozen Base,Final,16,4,6,43.86,197.19,0.2,49.93,0.96,No
Team Nova,IGL,Frozen Base,Semi-Final,16,7,7,35.06,210.25,0.69,42.63,1.0,No
Red Vortex,Flex,Dust Arena,Final,17,13,9,46.61,198.4,0.44,56.91,0.98,No
Phantom Squad,Support,Skyline,Semi-Final,11,5,16,42.85,225.24,0.51,27.32,0.71,No
Phantom Squad,Flex,Neon City,Semi-Final,19,9,6,40.6,212.87,0.19,59.4,1.0,No
Phantom Squad,Flex,Dust Arena,Group Stage,17,10,10,56.7,211.29,0.68,55.55,1.0,No
Titan Esports,IGL,Skyline,Final,19,12,9,46.93,188.65,0.41,60.37,1.0,Yes
Red Vortex,Support,Desert Storm,Final,17,14,8,37.36,235.55,0.34,55.28,1.0,No
CyberX,Support,Skyline,Semi-Final,11,8,12,43.6,156.28,0.52,34.6,0.89,No
CyberX,Flex,Neon City,Final,17,12,18,54.62,220.26,0.02,55.11,0.9,No
Team Alpha,IGL,Desert Storm,Playoff,20,7,10,50.71,255.05,0.43,58.06,1.0,No
Titan Esports,Entry Fragger,Frozen Base,Semi-Final,12,6,9,30.44,255.63,0.45,31.72,0.67,No
Team Alpha,Entry Fragger,Dust Arena,Semi-Final,14,6,6,46.43,194.08,0.71,44.12,0.9,No
Team Nova,IGL,Dust Arena,Playoff,15,4,11,44.35,216.38,0.19,43.27,1.0,No
Team Nova,Support,Dust Arena,Final,12,12,10,38.19,245.51,0.29,42.2,0.98,No
Team Nova,Entry Fragger,Desert Storm,Final,17,13,9,49.41,198.0,0.25,60.2,0.88,Yes
Red Vortex,Entry Fragger,Neon City,Group Stage,8,7,5,37.94,226.92,0.2,34.97,0.77,No
Red Vortex,Entry Fragger,Neon City,Group Stage,12,6,12,49.58,237.88,0.13,41.49,0.8,No
Phantom Squad,Entry Fragger,Neon City,Group Stage,12,8,14,42.14,243.9,0.47,34.37,1.0,No
Phantom Squad,Flex,Dust Arena,Final,15,5,9,45.17,186.07,0.13,47.29,1.0,No
Team Alpha,Support,Skyline,Semi-Final,12,7,9,43.87,258.76,0.71,36.84,0.74,No
Red Vortex,Entry Fragger,Desert Storm,Playoff,16,5,14,34.34,255.14,0.39,36.27,0.78,No
Titan Esports,Flex,Frozen Base,Semi-Final,14,6,16,34.99,202.65,0.92,26.3,0.76,No
Phantom Squad,Sniper,Desert Storm,Semi-Final,15,5,11,47.4,227.9,0.62,41.5,1.0,No
Titan Esports,Sniper,Desert Storm,Semi-Final,17,4,5,29.39,186.22,0.21,45.59,0.81,No
Phantom Squad,Flex,Frozen Base,Semi-Final,16,7,8,44.96,231.96,0.01,53.38,0.99,No
Phantom Squad,IGL,Skyline,Qualifier,16,15,10,38.28,213.58,0.57,50.44,1.0,No
Team Nova,Support,Neon City,Group Stage,15,8,7,53.37,268.07,0.64,51.29,0.86,No
Team Nova,IGL,Skyline,Final,14,10,11,37.54,253.55,0.85,37.27,0.74,No
Phantom Squad,Entry Fragger,Dust Arena,Qualifier,16,5,11,39.31,223.51,0.12,44.45,0.79,No
Team Alpha,Flex,Desert Storm,Playoff,8,9,12,50.33,174.65,0.2,36.16,0.92,No
CyberX,Support,Frozen Base,Qualifier,8,4,12,33.74,218.68,0.31,21.77,0.83,No
Team Alpha,Sniper,Dust Arena,Final,15,10,7,42.61,170.43,0.03,54.01,1.0,No
Team Nova,Entry Fragger,Frozen Base,Final,24,8,9,29.53,170.44,0.51,56.66,1.0,No
Red Vortex,Entry Fragger,Dust Arena,Final,20,10,13,42.7,189.09,0.98,48.55,1.0,No
Phantom Squad,Entry Fragger,Frozen Base,Qualifier,14,10,12,34.28,197.25,0.81,35.04,0.81,No
Phantom Squad,Sniper,Desert Storm,Semi-Final,11,17,7,31.05,224.7,0.78,39.72,1.0,No
Team Nova,Flex,Skyline,Qualifier,13,10,10,50.14,219.64,0.17,49.37,0.88,No
Phantom Squad,Entry Fragger,Dust Arena,Qualifier,16,11,14,43.5,209.42,0.2,48.75,1.0,No
Team Alpha,Sniper,Frozen Base,Playoff,16,7,17,39.97,241.58,0.95,32.48,1.0,No
Team Alpha,Entry Fragger,Desert Storm,Qualifier,14,9,9,48.47,159.83,0.91,43.13,0.95,No
Team Nova,Entry Fragger,Dust Arena,Group Stage,15,12,5,38.33,187.38,0.7,49.16,1.0,No
CyberX,Sniper,Dust Arena,Group Stage,17,6,11,53.23,197.68,0.33,52.31,0.96,No
Titan Esports,Support,Dust Arena,Group Stage,18,7,6,40.88,226.72,0.66,50.84,0.81,No
Team Alpha,Entry Fragger,Frozen Base,Group Stage,14,4,12,48.8,241.23,0.61,38.3,0.85,No
Team Nova,Sniper,Frozen Base,Final,11,14,7,54.72,206.46,0.26,53.76,0.94,No
CyberX,Support,Dust Arena,Final,13,9,9,40.06,186.69,0.81,37.93,0.98,No
Red Vortex,Support,Desert Storm,Semi-Final,14,10,14,51.11,245.38,0.2,47.55,0.94,No
CyberX,Flex,Desert Storm,Group Stage,19,13,4,38.82,269.97,0.88,57.61,1.0,No
Team Alpha,Support,Skyline,Final,13,10,10,31.28,185.97,0.56,36.04,0.96,No
Phantom Squad,IGL,Frozen Base,Final,13,8,10,32.89,238.93,0.53,35.14,0.93,No
Phantom Squad,Flex,Frozen Base,Final,16,11,8,45.27,195.37,0.1,56.64,1.0,No
CyberX,Sniper,Neon City,Semi-Final,12,8,7,39.49,177.93,0.87,36.05,0.74,No
CyberX,IGL,Desert Storm,Group Stage,17,17,5,55.2,256.87,0.9,64.6,1.0,Yes
Team Alpha,Entry Fragger,Desert Storm,Qualifier,16,4,8,40.87,283.74,0.5,43.44,0.99,No
Team Alpha,Entry Fragger,Desert Storm,Group Stage,11,8,10,44.29,226.52,0.62,35.94,0.81,No
Titan Esports,Flex,Frozen Base,Playoff,11,10,9,33.12,158.52,0.63,33.26,0.71,No
Titan Esports,Support,Neon City,Group Stage,13,4,12,47.97,251.75,0.11,40.88,0.96,No
Titan Esports,Flex,Neon City,Playoff,15,11,5,43.88,204.25,0.34,54.54,1.0,No
Phantom Squad,Flex,Desert Storm,Final,6,7,9,51.98,187.43,0.74,28.59,0.79,No
Red Vortex,Sniper,Desert Storm,Final,14,5,13,46.0,208.9,0.77,35.3,0.85,No
Team Nova,Support,Dust Arena,Qualifier,11,11,9,55.91,172.81,0.6,45.95,0.85,No
Phantom Squad,IGL,Dust Arena,Group Stage,20,6,16,42.0,218.54,0.48,46.2,0.76,No
Red Vortex,Flex,Dust Arena,Group Stage,10,8,10,45.1,253.05,0.56,34.95,0.9,No
Team Nova,Flex,Dust Arena,Semi-Final,12,4,9,36.22,209.15,0.4,33.11,0.89,No
Phantom Squad,IGL,Frozen Base,Final,8,6,8,45.86,253.11,0.97,27.23,0.73,No
Team Alpha,Sniper,Dust Arena,Qualifier,14,12,8,47.67,211.3,0.26,53.23,1.0,No
CyberX,Entry Fragger,Skyline,Group Stage,15,10,7,32.63,232.29,0.47,44.61,0.89,No
Team Nova,Sniper,Dust Arena,Qualifier,16,3,12,53.11,239.56,0.31,46.45,0.89,No
Red Vortex,Entry Fragger,Desert Storm,Final,15,7,14,42.6,258.97,0.99,34.4,0.91,No
Red Vortex,Flex,Desert Storm,Final,11,10,10,41.77,220.05,0.25,40.39,0.87,No
Titan Esports,IGL,Desert Storm,Qualifier,12,14,7,45.1,221.62,0.6,47.55,0.99,No
Red Vortex,Sniper,Desert Storm,Final,14,13,7,47.74,228.9,0.99,47.97,1.0,No
Team Alpha,IGL,Skyline,Playoff,9,10,11,36.85,225.81,0.52,30.22,0.78,No
Phantom Squad,Flex,Frozen Base,Qualifier,22,3,15,46.15,164.99,0.26,52.48,1.0,No
Titan Esports,Sniper,Dust Arena,Group Stage,9,10,7,34.41,206.54,0.81,30.1,0.82,No
Titan Esports,Flex,Desert Storm,Group Stage,18,5,9,51.55,223.44,0.39,53.88,1.0,No
Team Nova,IGL,Frozen Base,Final,9,4,9,42.84,228.39,0.61,28.32,0.88,No
Team Alpha,Support,Skyline,Playoff,15,7,8,61.02,210.77,0.87,50.81,0.88,No
Team Nova,Flex,Neon City,Final,12,8,12,52.74,185.34,0.59,40.47,0.98,No
Titan Esports,Sniper,Skyline,Semi-Final,16,7,4,44.49,179.13,0.83,48.95,1.0,No
CyberX,Support,Dust Arena,Qualifier,13,8,8,48.8,214.36,0.86,41.8,0.93,No
CyberX,Flex,Neon City,Playoff,14,6,11,48.57,228.99,0.73,39.98,0.88,No
Titan Esports,Support,Neon City,Group Stage,15,2,7,49.34,229.02,0.67,42.97,1.0,No
Titan Esports,Support,Neon City,Group Stage,17,7,13,43.6,260.81,0.9,40.8,0.98,No
Team Nova,Sniper,Frozen Base,Semi-Final,15,6,6,25.03,253.63,0.5,37.52,0.96,No
Titan Esports,Sniper,Skyline,Qualifier,19,7,10,40.88,219.9,0.61,49.34,0.93,No
Red Vortex,Support,Skyline,Qualifier,18,9,12,58.1,222.57,0.32,58.85,0.92,No
Titan Esports,Flex,Desert Storm,Qualifier,11,4,5,46.77,209.44,0.02,44.19,0.99,No
Titan Esports,Flex,Frozen Base,Qualifier,18,10,11,42.64,219.01,0.92,47.12,0.92,No
Phantom Squad,Sniper,Dust Arena,Final,14,9,9,47.49,213.76,0.83,43.45,1.0,No
Phantom Squad,Flex,Dust Arena,Final,15,7,10,52.82,207.55,0.63,47.11,1.0,No
Red Vortex,Entry Fragger,Frozen Base,Playoff,18,9,8,42.92,231.12,0.93,49.16,1.0,No
Titan Esports,Flex,Desert Storm,Qualifier,11,5,13,51.31,222.37,0.98,29.86,0.77,No
